complex_name,protein_path,ligand_description,protein_sequence
CS(=O)(=O)C1CCCC(N)C1,GLP1.pdb,CS(=O)(=O)C1CCCC(N)C1,
CCOC1CC(N)C12CCC2,GLP1.pdb,CCOC1CC(N)C12CCC2,
NCCNC(=O)C1CCC1,GLP1.pdb,NCCNC(=O)C1CCC1,
CC1CCN(S(=O)(=O)Cc2ccccc2CN)CC1,GLP1.pdb,CC1CCN(S(=O)(=O)Cc2ccccc2CN)CC1,
NC1CCCN(Cc2ccccc2)C1=O,GLP1.pdb,NC1CCCN(Cc2ccccc2)C1=O,
C[C@@H](N)Cc1ccc2c(c1)CCC(C)(C)O2,GLP1.pdb,C[C@@H](N)Cc1ccc2c(c1)CCC(C)(C)O2,
CN1CCN(c2nccc(CN)n2)CC1,GLP1.pdb,CN1CCN(c2nccc(CN)n2)CC1,
CN(C)CCC(N)c1cccnc1,GLP1.pdb,CN(C)CCC(N)c1cccnc1,
COc1cccc(CCN)c1OC,GLP1.pdb,COc1cccc(CCN)c1OC,
CCN(CCN)Cc1cccc(Br)c1,GLP1.pdb,CCN(CCN)Cc1cccc(Br)c1,
CCC(C(=O)N1CCC(N)CC1)c1ccccc1,GLP1.pdb,CCC(C(=O)N1CCC(N)CC1)c1ccccc1,
CC(CN)CN1CCCC1=O,GLP1.pdb,CC(CN)CN1CCCC1=O,
CC1(CN)CCCCC1(F)F,GLP1.pdb,CC1(CN)CCCCC1(F)F,
NCCCn1ccnn1,GLP1.pdb,NCCCn1ccnn1,
CCn1nc(C)c(CN)c1C,GLP1.pdb,CCn1nc(C)c(CN)c1C,
CS(=O)(=O)c1ccc(CN)nc1,GLP1.pdb,CS(=O)(=O)c1ccc(CN)nc1,
NCc1c(Br)sc2ccccc12,GLP1.pdb,NCc1c(Br)sc2ccccc12,
COC(=O)c1ccncc1C#CCN,GLP1.pdb,COC(=O)c1ccncc1C#CCN,
NC1CCCCC12CCOCC2,GLP1.pdb,NC1CCCCC12CCOCC2,
CCCCOc1ccc(CN)cc1OC,GLP1.pdb,CCCCOc1ccc(CN)cc1OC,
NCCc1ccc(OC(F)F)cc1,GLP1.pdb,NCCc1ccc(OC(F)F)cc1,
CC(C)(C)OC(=O)N1CC2CCC1C(CN)C2,GLP1.pdb,CC(C)(C)OC(=O)N1CC2CCC1C(CN)C2,
CC(N)c1cccc(N2CCOC2=O)c1,GLP1.pdb,CC(N)c1cccc(N2CCOC2=O)c1,
NCC1(c2ccc3c(c2)OCO3)CC1,GLP1.pdb,NCC1(c2ccc3c(c2)OCO3)CC1,
N[C@H]1CCOc2c(F)cc(F)cc21,GLP1.pdb,N[C@H]1CCOc2c(F)cc(F)cc21,
COC1CCC(CN)CC1,GLP1.pdb,COC1CCC(CN)CC1,
N#CC1CC(N)C1,GLP1.pdb,N#CC1CC(N)C1,
CSCCC(N)c1nnc2ccccn12,GLP1.pdb,CSCCC(N)c1nnc2ccccn12,
NC(Cc1ccc(Cl)cc1)c1ccccc1,GLP1.pdb,NC(Cc1ccc(Cl)cc1)c1ccccc1,
C[C@@H]1CCO[C@@H]1CCN,GLP1.pdb,C[C@@H]1CCO[C@@H]1CCN,
CC(C)(C)OC(=O)N1CC2(COC(CN)C2)C1,GLP1.pdb,CC(C)(C)OC(=O)N1CC2(COC(CN)C2)C1,
NCCCC1CCCCC1,GLP1.pdb,NCCCC1CCCCC1,
CC(N)[C@H]1CCCN1C(=O)OC(C)(C)C,GLP1.pdb,CC(N)[C@H]1CCCN1C(=O)OC(C)(C)C,
Cn1cc(CCN)cn1,GLP1.pdb,Cn1cc(CCN)cn1,
C=CCc1cccc(C[C@@H](N)C(=O)OC)c1,GLP1.pdb,C=CCc1cccc(C[C@@H](N)C(=O)OC)c1,
CC(C)C(N)c1ccc(F)cc1F,GLP1.pdb,CC(C)C(N)c1ccc(F)cc1F,
NCC=C(C1CC1)C1CC1,GLP1.pdb,NCC=C(C1CC1)C1CC1,
CCCCC1CCC(N)C1,GLP1.pdb,CCCCC1CCC(N)C1,
CC(C)(C)OC(=O)N1CCO[C@@H](CN)C1,GLP1.pdb,CC(C)(C)OC(=O)N1CCO[C@@H](CN)C1,
NCC1(F)COCCOC1,GLP1.pdb,NCC1(F)COCCOC1,
CNC(=O)CC1(CN)CCCCC1,GLP1.pdb,CNC(=O)CC1(CN)CCCCC1,
NCCn1ccn2nccc2c1=O,GLP1.pdb,NCCn1ccn2nccc2c1=O,
CCOC1(CN)CCOC1,GLP1.pdb,CCOC1(CN)CCOC1,
Cc1ccc(OC(C)CN)cc1,GLP1.pdb,Cc1ccc(OC(C)CN)cc1,
CC(C)(C)OC(=O)N1CCC(CCCCN)CC1,GLP1.pdb,CC(C)(C)OC(=O)N1CCC(CCCCN)CC1,
CC(C)(C)OC(=O)N1CCc2cc(CN)ccc2C1,GLP1.pdb,CC(C)(C)OC(=O)N1CCc2cc(CN)ccc2C1,
Cc1[nH]c2ccc(F)cc2c1CCN,GLP1.pdb,Cc1[nH]c2ccc(F)cc2c1CCN,
Cc1csc(CCCCN)n1,GLP1.pdb,Cc1csc(CCCCN)n1,
CCN1CCCCC1CN,GLP1.pdb,CCN1CCCCC1CN,
CNC(=O)c1ccc(CCN)cc1,GLP1.pdb,CNC(=O)c1ccc(CCN)cc1,
CC(C)(C)OC(=O)N1CC(CCN)c2ccccc21,GLP1.pdb,CC(C)(C)OC(=O)N1CC(CCN)c2ccccc21,
CCOC(=O)C12CC(CN)(C1)OC21COC1,GLP1.pdb,CCOC(=O)C12CC(CN)(C1)OC21COC1,
Cc1cccc2nc(CN)cn12,GLP1.pdb,Cc1cccc2nc(CN)cn12,
Cc1nc2n(n1)CCCC2N,GLP1.pdb,Cc1nc2n(n1)CCCC2N,
NCCc1cc(F)cc(OCc2ccccc2)c1,GLP1.pdb,NCCc1cc(F)cc(OCc2ccccc2)c1,
NC1CCCCC12CCC2,GLP1.pdb,NC1CCCCC12CCC2,
Cc1coc(CN)c1,GLP1.pdb,Cc1coc(CN)c1,
NC(c1ccccc1)C1CCCc2ccccc21,GLP1.pdb,NC(c1ccccc1)C1CCCc2ccccc21,
NCC1(c2ccc(F)cc2F)CC1,GLP1.pdb,NCC1(c2ccc(F)cc2F)CC1,
NC(CF)c1ccc(F)cc1F,GLP1.pdb,NC(CF)c1ccc(F)cc1F,
CC1CC(N)CCN1Cc1ccccc1,GLP1.pdb,CC1CC(N)CCN1Cc1ccccc1,
NC1CCCN(Cc2ccccc2)C1,GLP1.pdb,NC1CCCN(Cc2ccccc2)C1,
C[C@H](N)c1cc(Br)no1,GLP1.pdb,C[C@H](N)c1cc(Br)no1,
NCC1CC2(C1)CC21CC1,GLP1.pdb,NCC1CC2(C1)CC21CC1,
CC(C)[C@@H]1C[C@H]1N,GLP1.pdb,CC(C)[C@@H]1C[C@H]1N,
CCSC1CCCCC1N,GLP1.pdb,CCSC1CCCCC1N,
CCN(CC)c1ccc(CN)cc1F,GLP1.pdb,CCN(CC)c1ccc(CN)cc1F,
CC(N)CN1CCC(C)CC1,GLP1.pdb,CC(N)CN1CCC(C)CC1,
COc1cccc2[nH]cc(CCN)c12,GLP1.pdb,COc1cccc2[nH]cc(CCN)c12,
Cc1ccc(CN)s1,GLP1.pdb,Cc1ccc(CN)s1,
Cc1ccc2[nH]cc(CC(C)N)c2c1,GLP1.pdb,Cc1ccc2[nH]cc(CC(C)N)c2c1,
NCC1CCN(C(=O)c2ccccc2)CC1,GLP1.pdb,NCC1CCN(C(=O)c2ccccc2)CC1,
CCc1nn(C)cc1CN,GLP1.pdb,CCc1nn(C)cc1CN,
NCCCc1ccsc1,GLP1.pdb,NCCCc1ccsc1,
C[C@@H](N)c1ccc(F)c(Br)c1,GLP1.pdb,C[C@@H](N)c1ccc(F)c(Br)c1,
CCOC(=O)c1ccc(N2CC(N)C2)nc1,GLP1.pdb,CCOC(=O)c1ccc(N2CC(N)C2)nc1,
COCCC(N)c1ccc(C)o1,GLP1.pdb,COCCC(N)c1ccc(C)o1,
COCCOc1ccc(CN)cn1,GLP1.pdb,COCCOc1ccc(CN)cn1,
CC(C)(C)OC(=O)NC1CCC1N,GLP1.pdb,CC(C)(C)OC(=O)NC1CCC1N,
NCc1cccc(I)c1,GLP1.pdb,NCc1cccc(I)c1,
NCCOCC1CCCC1,GLP1.pdb,NCCOCC1CCCC1,
NC1CCN(C(=O)Nc2ccccc2)C1,GLP1.pdb,NC1CCN(C(=O)Nc2ccccc2)C1,
C#CC[C@@H](C)N,GLP1.pdb,C#CC[C@@H](C)N,
NCCOc1ccc(Br)cc1C(F)(F)F,GLP1.pdb,NCCOc1ccc(Br)cc1C(F)(F)F,
NCCCCCC(=O)Nc1ccccc1,GLP1.pdb,NCCCCCC(=O)Nc1ccccc1,
CC1CCc2ccccc2C1N,GLP1.pdb,CC1CCc2ccccc2C1N,
CCC(N)C1CCOCC1,GLP1.pdb,CCC(N)C1CCOCC1,
COc1cc([C@@H]2C[C@H]2N)ccc1F,GLP1.pdb,COc1cc([C@@H]2C[C@H]2N)ccc1F,
COCc1ccc(CCN)cc1,GLP1.pdb,COCc1ccc(CCN)cc1,
CC(C)(C)c1cccc(CN)n1,GLP1.pdb,CC(C)(C)c1cccc(CN)n1,
COC(=O)c1ncnn1CCN,GLP1.pdb,COC(=O)c1ncnn1CCN,
COC(=O)c1cnc2oc(CN)cc2c1,GLP1.pdb,COC(=O)c1cnc2oc(CN)cc2c1,
COc1ccc([C@@H]2C[C@H]2N)cc1,GLP1.pdb,COc1ccc([C@@H]2C[C@H]2N)cc1,
CC1CC(N)C(=O)N1c1ccccc1,GLP1.pdb,CC1CC(N)C(=O)N1c1ccccc1,
NCC12COC(C(F)(F)F)(C1)C2,GLP1.pdb,NCC12COC(C(F)(F)F)(C1)C2,
CC(C)c1ocnc1CN,GLP1.pdb,CC(C)c1ocnc1CN,
NCCSCC(F)(F)F,GLP1.pdb,NCCSCC(F)(F)F,
NCc1nc2ccccn2n1,GLP1.pdb,NCc1nc2ccccn2n1,
Cc1cccc(C2(N)CC2)c1,GLP1.pdb,Cc1cccc(C2(N)CC2)c1,
NCCc1ccns1,GLP1.pdb,NCCc1ccns1,
NCCc1cc(F)ccc1F,GLP1.pdb,NCCc1cc(F)ccc1F,
CN(Cc1cccc(CN)c1)C(=O)OC(C)(C)C,GLP1.pdb,CN(Cc1cccc(CN)c1)C(=O)OC(C)(C)C,
CCN(CCN)c1ccccc1C,GLP1.pdb,CCN(CCN)c1ccccc1C,
NCCOc1ncc(Br)cc1[N+](=O)[O-],GLP1.pdb,NCCOc1ncc(Br)cc1[N+](=O)[O-],
NCc1cccc2[nH]ccc12,GLP1.pdb,NCc1cccc2[nH]ccc12,
Cc1nccn1-c1ccc(CN)cc1F,GLP1.pdb,Cc1nccn1-c1ccc(CN)cc1F,
CN1CCCC(N)C1=O,GLP1.pdb,CN1CCCC(N)C1=O,
CSc1ccc(CN)cc1,GLP1.pdb,CSc1ccc(CN)cc1,
CC(C)(C)OC(=O)N1CCCC2(CN)CCCC12,GLP1.pdb,CC(C)(C)OC(=O)N1CCCC2(CN)CCCC12,
CC(C)(C)OC(=O)N1CCC(CCCCCN)CC1,GLP1.pdb,CC(C)(C)OC(=O)N1CCC(CCCCCN)CC1,
COc1cccc(C(N)C(C)(C)C)c1,GLP1.pdb,COc1cccc(C(N)C(C)(C)C)c1,
NCC1(c2ccncc2F)CCC1,GLP1.pdb,NCC1(c2ccncc2F)CCC1,
NC1CCCC(F)(F)CC1,GLP1.pdb,NC1CCCC(F)(F)CC1,
CCCOc1ccc(C(C)N)cc1OCCC,GLP1.pdb,CCCOc1ccc(C(C)N)cc1OCCC,
NCc1ccncc1,GLP1.pdb,NCc1ccncc1,
CC(N)C1CCN(C)CC1,GLP1.pdb,CC(N)C1CCN(C)CC1,
CCON1CCC(N)CC1,GLP1.pdb,CCON1CCC(N)CC1,
NCCCc1cccc(C(F)(F)F)c1,GLP1.pdb,NCCCc1cccc(C(F)(F)F)c1,
NCCCCOc1ccc(Cl)cc1,GLP1.pdb,NCCCCOc1ccc(Cl)cc1,
N[C@@H](Cc1cccc(F)c1)CN1C(=O)c2ccccc2C1=O,GLP1.pdb,N[C@@H](Cc1cccc(F)c1)CN1C(=O)c2ccccc2C1=O,
NCCc1cccc(C2CC2)c1,GLP1.pdb,NCCc1cccc(C2CC2)c1,
CC(N)CC1CC1,GLP1.pdb,CC(N)CC1CC1,
CC(C)(C)OC(=O)NC1(CN)CCCCC1,GLP1.pdb,CC(C)(C)OC(=O)NC1(CN)CCCCC1,
NCc1ccc(F)cc1,GLP1.pdb,NCc1ccc(F)cc1,
COCC(=O)Nc1cccc(CN)c1,GLP1.pdb,COCC(=O)Nc1cccc(CN)c1,
CC(C)(C)OC(=O)N1CCC[C@@H]1CCN,GLP1.pdb,CC(C)(C)OC(=O)N1CCC[C@@H]1CCN,
COC1(CN)CCCC(C)(C)CC1,GLP1.pdb,COC1(CN)CCCC(C)(C)CC1,
NCc1ccc2nonc2c1,GLP1.pdb,NCc1ccc2nonc2c1,
NCCc1csc(-c2ccccc2Cl)n1,GLP1.pdb,NCCc1csc(-c2ccccc2Cl)n1,
NCCCCCCc1ccccc1,GLP1.pdb,NCCCCCCc1ccccc1,
C[Si]1(C)CCC(N)CC1,GLP1.pdb,C[Si]1(C)CCC(N)CC1,
CC(N)c1nc2c(o1)CCSC2,GLP1.pdb,CC(N)c1nc2c(o1)CCSC2,
NCCC1CCC(C(F)(F)F)O1,GLP1.pdb,NCCC1CCC(C(F)(F)F)O1,
Cc1ccc(-c2cc(CN)on2)cc1,GLP1.pdb,Cc1ccc(-c2cc(CN)on2)cc1,
Cn1ccnc1N1CCCC(N)C1,GLP1.pdb,Cn1ccnc1N1CCCC(N)C1,
COc1ccc(Cl)c(CCN)c1,GLP1.pdb,COc1ccc(Cl)c(CCN)c1,
NCCOc1c(F)cccc1Cl,GLP1.pdb,NCCOc1c(F)cccc1Cl,
NCc1cscn1,GLP1.pdb,NCc1cscn1,
Cc1nc(CN)cs1,GLP1.pdb,Cc1nc(CN)cs1,
NCc1ccccc1-n1cncn1,GLP1.pdb,NCc1ccccc1-n1cncn1,
NCCCCCNC(=O)OCc1ccccc1,GLP1.pdb,NCCCCCNC(=O)OCc1ccccc1,
CC1CCC2(CC1)OCC(CN)O2,GLP1.pdb,CC1CCC2(CC1)OCC(CN)O2,
Cc1cccc(Cl)c1CCCN,GLP1.pdb,Cc1cccc(Cl)c1CCCN,
NCCS(=O)(=O)N1CCc2ccccc21,GLP1.pdb,NCCS(=O)(=O)N1CCc2ccccc21,
C#CCC(N)CC(=O)OC,GLP1.pdb,C#CCC(N)CC(=O)OC,
CC(C)(C)OC(=O)NCC(F)CN,GLP1.pdb,CC(C)(C)OC(=O)NCC(F)CN,
NC1CCOCC1,GLP1.pdb,NC1CCOCC1,
CCC(C)Oc1cc(CN)ccn1,GLP1.pdb,CCC(C)Oc1cc(CN)ccn1,
CS(=O)(=O)CC1CC(N)C1,GLP1.pdb,CS(=O)(=O)CC1CC(N)C1,
N[C@@H]1C[C@@H]2O[C@H]1[C@H]1C[C@H]12,GLP1.pdb,N[C@@H]1C[C@@H]2O[C@H]1[C@H]1C[C@H]12,
CC(C)CC(=O)N1CCN(C(=O)CCCCCN)CC1,GLP1.pdb,CC(C)CC(=O)N1CCN(C(=O)CCCCCN)CC1,
N[C@H]1C[C@H](COc2ccccc2)C1,GLP1.pdb,N[C@H]1C[C@H](COc2ccccc2)C1,
CC(N)c1ccc(Cl)cc1C(F)(F)F,GLP1.pdb,CC(N)c1ccc(Cl)cc1C(F)(F)F,
CCN1CCN(Cc2ccc(CN)cc2)CC1,GLP1.pdb,CCN1CCN(Cc2ccc(CN)cc2)CC1,
Cc1cc(N2CCCC(N)C2=O)n(C)n1,GLP1.pdb,Cc1cc(N2CCCC(N)C2=O)n(C)n1,
C#C[C@H]1CC[C@H](CN)CC1,GLP1.pdb,C#C[C@H]1CC[C@H](CN)CC1,
CCCc1nccn1CCCN,GLP1.pdb,CCCc1nccn1CCCN,
NC(CCC(F)(F)F)CCC(F)(F)F,GLP1.pdb,NC(CCC(F)(F)F)CCC(F)(F)F,
CC(C)(C)OC(=O)N1CC2CCC2(CCN)C1,GLP1.pdb,CC(C)(C)OC(=O)N1CC2CCC2(CCN)C1,
CN1C(=O)C[C@H](N)[C@H]1c1ccc(F)c(F)c1,GLP1.pdb,CN1C(=O)C[C@H](N)[C@H]1c1ccc(F)c(F)c1,
CC(N)c1noc(Cc2ccccc2)n1,GLP1.pdb,CC(N)c1noc(Cc2ccccc2)n1,
CC(C)(C)OC(=O)N1CC[C@@H](N)[C@H](F)C1,GLP1.pdb,CC(C)(C)OC(=O)N1CC[C@@H](N)[C@H](F)C1,
NC1CCCc2sc(-c3ccc(F)cc3)nc21,GLP1.pdb,NC1CCCc2sc(-c3ccc(F)cc3)nc21,
COc1ccc(-c2csc(CCN)n2)cc1,GLP1.pdb,COc1ccc(-c2csc(CCN)n2)cc1,
COc1cc2c(cc1OC)C(N)CC2,GLP1.pdb,COc1cc2c(cc1OC)C(N)CC2,
NCCN1CCN(c2ccc(Cl)cc2)CC1,GLP1.pdb,NCCN1CCN(c2ccc(Cl)cc2)CC1,
CC1CCCN(c2ccc(CN)cc2Cl)C1,GLP1.pdb,CC1CCCN(c2ccc(CN)cc2Cl)C1,
CC(C)(C)OC(=O)C1CC2(CCCC(CN)O2)C1,GLP1.pdb,CC(C)(C)OC(=O)C1CC2(CCCC(CN)O2)C1,
NC(Cc1ccccc1Cl)c1ccccc1,GLP1.pdb,NC(Cc1ccccc1Cl)c1ccccc1,
CC(F)(F)C1(CN)CCOCC1,GLP1.pdb,CC(F)(F)C1(CN)CCOCC1,
CC(C)CCC(N)c1ccc(Cl)cc1,GLP1.pdb,CC(C)CCC(N)c1ccc(Cl)cc1,
CC(N)c1ccc(-c2ccc(C(F)(F)F)cc2)s1,GLP1.pdb,CC(N)c1ccc(-c2ccc(C(F)(F)F)cc2)s1,
CCCNC(=O)CN1CCC(N)CC1,GLP1.pdb,CCCNC(=O)CN1CCC(N)CC1,
CC1CCC(CN)Cc2ccccc21,GLP1.pdb,CC1CCC(CN)Cc2ccccc21,
NCCCCOC1CCCCCC1,GLP1.pdb,NCCCCOC1CCCCCC1,
NCc1cc(F)ccc1Cl,GLP1.pdb,NCc1cc(F)ccc1Cl,
NCCCC1(O)CCC1,GLP1.pdb,NCCCC1(O)CCC1,
Cc1ccc(Oc2ccc(Cl)cc2CN)cc1C,GLP1.pdb,Cc1ccc(Oc2ccc(Cl)cc2CN)cc1C,
CC(C)(C)OC(=O)NC1CCC(CN)CC1,GLP1.pdb,CC(C)(C)OC(=O)NC1CCC(CN)CC1,
CC(N)C12CCC(CO1)C2,GLP1.pdb,CC(N)C12CCC(CO1)C2,
CCOC(=O)[C@@H]1CCC[C@H](N)C1,GLP1.pdb,CCOC(=O)[C@@H]1CCC[C@H](N)C1,
CCC(N)Cc1ccc(C)cc1,GLP1.pdb,CCC(N)Cc1ccc(C)cc1,
CN1CCN(C)C(CN)C1,GLP1.pdb,CN1CCN(C)C(CN)C1,
CCOC(=O)N1CCC(N)CC1,GLP1.pdb,CCOC(=O)N1CCC(N)CC1,
N#Cc1ccc(C(N)CF)cc1,GLP1.pdb,N#Cc1ccc(C(N)CF)cc1,
NC(C1CCCC1)C1CCC1,GLP1.pdb,NC(C1CCCC1)C1CCC1,
NCC1CCC(C(F)(F)F)O1,GLP1.pdb,NCC1CCC(C(F)(F)F)O1,
CC(N)c1csc(C(F)(F)F)c1,GLP1.pdb,CC(N)c1csc(C(F)(F)F)c1,
Cc1noc(CCCN)n1,GLP1.pdb,Cc1noc(CCCN)n1,
CSCc1cccc(CN)c1,GLP1.pdb,CSCc1cccc(CN)c1,
NCCN1C(=O)COc2ccccc21,GLP1.pdb,NCCN1C(=O)COc2ccccc21,
COC(=O)CC(C)CN,GLP1.pdb,COC(=O)CC(C)CN,
CC(C)(C)OC(=O)NC[C@@H]1C[C@@H](N)CCO1,GLP1.pdb,CC(C)(C)OC(=O)NC[C@@H]1C[C@@H](N)CCO1,
COC1(OC)CC(CCN)C1,GLP1.pdb,COC1(OC)CC(CCN)C1,
CCC(CC)(CN)c1ccccn1,GLP1.pdb,CCC(CC)(CN)c1ccccn1,
CCc1ccc(CN)cc1,GLP1.pdb,CCc1ccc(CN)cc1,
NCC1CCCN(c2ccccc2)C1,GLP1.pdb,NCC1CCCN(c2ccccc2)C1,
COc1cc(Br)c(CCN)cc1O,GLP1.pdb,COc1cc(Br)c(CCN)cc1O,
COc1ccc(C(N)C2CCOCC2)cc1,GLP1.pdb,COc1ccc(C(N)C2CCOCC2)cc1,
COc1ccc(-c2nc(C)c(C(C)N)s2)cc1,GLP1.pdb,COc1ccc(-c2nc(C)c(C(C)N)s2)cc1,
NCCC1=CCCC1,GLP1.pdb,NCCC1=CCCC1,
NCC12CC(c3ccccc3)(CO1)C2,GLP1.pdb,NCC12CC(c3ccccc3)(CO1)C2,
NCCCNC(=O)c1ccccc1,GLP1.pdb,NCCCNC(=O)c1ccccc1,
CC1CC(N)CCN1C,GLP1.pdb,CC1CC(N)CCN1C,
NC(C1CCC1)C1CCCO1,GLP1.pdb,NC(C1CCC1)C1CCCO1,
CC1CCN(Cc2cccc(CN)c2)CC1,GLP1.pdb,CC1CCN(Cc2cccc(CN)c2)CC1,
COc1ccc(-c2csc(CN)n2)cc1,GLP1.pdb,COc1ccc(-c2csc(CN)n2)cc1,
NCC12CCCCC1C2,GLP1.pdb,NCC12CCCCC1C2,
NCCN1CCc2c(Cl)cccc2C1=O,GLP1.pdb,NCCN1CCc2c(Cl)cccc2C1=O,
CC(C)(C)OC(=O)N[C@H]1C[C@H](N)C1,GLP1.pdb,CC(C)(C)OC(=O)N[C@H]1C[C@H](N)C1,
CC(C)(C)OC(=O)NC[C@@]1(F)CC[C@H](CN)C1,GLP1.pdb,CC(C)(C)OC(=O)NC[C@@]1(F)CC[C@H](CN)C1,
COc1ccc(C(N)Cc2ccccc2C)cc1OC,GLP1.pdb,COc1ccc(C(N)Cc2ccccc2C)cc1OC,
NCC1CCC(c2ccccc2)C1,GLP1.pdb,NCC1CCC(c2ccccc2)C1,
CC(C)(C)OC(=O)NC(CN)C1CCOC1,GLP1.pdb,CC(C)(C)OC(=O)NC(CN)C1CCOC1,
NCc1n[nH]c2c1CCCC2,GLP1.pdb,NCc1n[nH]c2c1CCCC2,
NCCCSc1ccccc1,GLP1.pdb,NCCCSc1ccccc1,
CCC(N)C1CC1,GLP1.pdb,CCC(N)C1CC1,
CC(C)C(N)C(C)C,GLP1.pdb,CC(C)C(N)C(C)C,
NC1CCCN(C2CCCCC2)C1,GLP1.pdb,NC1CCCN(C2CCCCC2)C1,
CC1CCCN(C(=O)CCN)C1,GLP1.pdb,CC1CCCN(C(=O)CCN)C1,
Cc1ccc(C(C)N)cc1F,GLP1.pdb,Cc1ccc(C(C)N)cc1F,
CC(C)(C)Sc1cc(CN)ccn1,GLP1.pdb,CC(C)(C)Sc1cc(CN)ccn1,
COC(=O)c1cc2n(n1)CCCC2N,GLP1.pdb,COC(=O)c1cc2n(n1)CCCC2N,
NCCc1nc2ccccc2n1Cc1ccncn1,GLP1.pdb,NCCc1nc2ccccc2n1Cc1ccncn1,
NCc1ccc(N2CCCS2(=O)=O)cc1,GLP1.pdb,NCc1ccc(N2CCCS2(=O)=O)cc1,
Cc1ccc(C(CN)N2CCOCC2)o1,GLP1.pdb,Cc1ccc(C(CN)N2CCOCC2)o1,
CC(C)(C)OC(=O)N[C@@H]1C[C@@H]1CN,GLP1.pdb,CC(C)(C)OC(=O)N[C@@H]1C[C@@H]1CN,
C[C@@H](CN)N(C)C(=O)OC(C)(C)C,GLP1.pdb,C[C@@H](CN)N(C)C(=O)OC(C)(C)C,
CC(C)(C)OC(=O)N1CC2(CC(N)CS2)C1,GLP1.pdb,CC(C)(C)OC(=O)N1CC2(CC(N)CS2)C1,
NCCOc1c[nH]nc1C(F)(F)F,GLP1.pdb,NCCOc1c[nH]nc1C(F)(F)F,
CN(C)C1CCN(C(C)(C)CN)CC1,GLP1.pdb,CN(C)C1CCN(C(C)(C)CN)CC1,
COc1cc2ccc(C(C)N)cc2cc1OC,GLP1.pdb,COc1cc2ccc(C(C)N)cc2cc1OC,
Cc1cccc(C(C)N)c1,GLP1.pdb,Cc1cccc(C(C)N)c1,
NCc1ccc(-c2ccc(OCC(N)=O)cc2)cc1,GLP1.pdb,NCc1ccc(-c2ccc(OCC(N)=O)cc2)cc1,
COC(=O)c1nnc(CCN)s1,GLP1.pdb,COC(=O)c1nnc(CCN)s1,
NCc1ccccc1Br,GLP1.pdb,NCc1ccccc1Br,
CC(N)c1cccc(C(F)(F)F)c1,GLP1.pdb,CC(N)c1cccc(C(F)(F)F)c1,
CC(O)(CN)CNC(=O)OC(C)(C)C,GLP1.pdb,CC(O)(CN)CNC(=O)OC(C)(C)C,
CCCCCOc1ccc(C(C)N)cc1OC,GLP1.pdb,CCCCCOc1ccc(C(C)N)cc1OC,
NCc1c(F)ccc(Br)c1F,GLP1.pdb,NCc1c(F)ccc(Br)c1F,
NCC1CC2(CC3CCC2C3)C1,GLP1.pdb,NCC1CC2(CC3CCC2C3)C1,
Cc1ccc(CCN)c(Cl)c1,GLP1.pdb,Cc1ccc(CCN)c(Cl)c1,
CC(C)(C)OC(=O)N1CCC(N)C(F)(F)C1,GLP1.pdb,CC(C)(C)OC(=O)N1CCC(N)C(F)(F)C1,
CC1(CN)CC(NC(=O)OC(C)(C)C)C1,GLP1.pdb,CC1(CN)CC(NC(=O)OC(C)(C)C)C1,
NC1CCC2C(CC1)C2(F)F,GLP1.pdb,NC1CCC2C(CC1)C2(F)F,
CN(C(=O)OC(C)(C)C)C1(CN)CC1,GLP1.pdb,CN(C(=O)OC(C)(C)C)C1(CN)CC1,
CC(C)N1CCC(CCN)CC1,GLP1.pdb,CC(C)N1CCC(CCN)CC1,
N[C@H]1CCc2c(F)cccc21,GLP1.pdb,N[C@H]1CCc2c(F)cccc21,
NCCCn1ccccc1=O,GLP1.pdb,NCCCn1ccccc1=O,
COC(=O)C(C)(C(=O)OC)C(C)N,GLP1.pdb,COC(=O)C(C)(C(=O)OC)C(C)N,
COc1cc(CCN)cc(OC)c1O,GLP1.pdb,COc1cc(CCN)cc(OC)c1O,
NC(Cc1ccc(F)cc1)c1ccccc1,GLP1.pdb,NC(Cc1ccc(F)cc1)c1ccccc1,
Cc1ccc(C(N)Cc2ccccc2)cc1C,GLP1.pdb,Cc1ccc(C(N)Cc2ccccc2)cc1C,
NCc1ccnc(Cl)c1F,GLP1.pdb,NCc1ccnc(Cl)c1F,
NCCCN1C(=O)CNC1=O,GLP1.pdb,NCCCN1C(=O)CNC1=O,
CN1C(CN)CCS1(=O)=O,GLP1.pdb,CN1C(CN)CCS1(=O)=O,
CCOCc1ccc(CN)cc1,GLP1.pdb,CCOCc1ccc(CN)cc1,
Cc1cc(C)c(CN)c(=O)[nH]1,GLP1.pdb,Cc1cc(C)c(CN)c(=O)[nH]1,
NCc1ccc(-n2cncn2)nc1,GLP1.pdb,NCc1ccc(-n2cncn2)nc1,
NC1CCN(Cc2ccccc2)C2(CC2)C1,GLP1.pdb,NC1CCN(Cc2ccccc2)C2(CC2)C1,
CC(C)(C)OC(=O)C1(CN)CCC1,GLP1.pdb,CC(C)(C)OC(=O)C1(CN)CCC1,
COc1cc(Br)ccc1C(C)N,GLP1.pdb,COc1cc(Br)ccc1C(C)N,
CC(N)c1csc(C2CC2)n1,GLP1.pdb,CC(N)c1csc(C2CC2)n1,
