ligand_description,complex_name,protein_path,protein_sequence
COc1ccc(OC)c(NC(=O)CSc2nncc3ccc(OC)c(OC)c23)c1,CHEMBL1534865,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CC1(C)C2CC[C@]3(C)C(CC=C4[C@@H]5C[C@@](C)(CO)[C@@H](O)C[C@]56C[C@@H](OC6=O)[C@]43C)[C@@]2(C)CC[C@@H]1O,CHEMBL1794103,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
Cc1ccc(Cn2c(C(C)Nc3nc(-c4ccc(F)cc4)cs3)nc3cc(Cl)c(Cl)cc32)cc1,CHEMBL1381296,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
Cc1ccc(Cc2c(-c3ccc(C)cc3)nc3ccc(Cl)cn23)cc1,CHEMBL2132489,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
Nc1nc(-c2ccco2)nn1S(=O)(=O)c1ccc(Cl)cc1,CHEMBL1456074,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
COC(=O)c1cccc(Nc2c3c(nc4ccccc24)CCC3)c1.Cl,CHEMBL1427287,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CC(=O)Nc1ccccc1NC(=O)c1ccc(C)c(C)c1,CHEMBL1564314,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
Cc1cc(C)n2cc(CSc3nc4cc(Cl)ccc4o3)nc2n1,CHEMBL1352118,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CCOc1ccccc1NC(=O)c1sc2nc(-c3ccc(OC)cc3)ccc2c1N,CHEMBL1437726,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
Nc1nc(Nc2ccccc2)nc(C(F)(F)F)n1,CHEMBL1523197,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CCCCCCCCCCCCCCCC[n+]1ccc(C=NO)cc1.[Br-],CHEMBL1499792,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
COc1cc(-c2nnc(SCc3cccnc3)n2C)cc(OC)c1O,CHEMBL1420982,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CC(=O)O[C@@H]1/C=C/[C@](C)(O)C[C@@H](C)C/C=C/[C@H]2[C@@H]3O[C@]3(C)[C@@H](C)[C@H]3[C@H](Cc4ccccc4)NC(=O)[C@@]312,CHEMBL517645,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
COc1ccccc1CNC(=O)C1CCC(CNS(=O)(=O)c2cccc3cccnc23)CC1,CHEMBL1503285,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
N=C(N)N/N=C/c1ccc(OCc2ccccc2Cl)cc1,CHEMBL2369168,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
Nc1nc2c(s1)CCc1c-2cnn1-c1ccccc1,CHEMBL1335945,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
Cc1ccc(CNC(=O)C(Cc2ccccc2)NS(=O)(=O)c2ccc(Br)s2)cc1,CHEMBL1586153,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
COc1ccc(/C(=N\O)c2nccc3cc(OC)c(OC)cc23)cc1OC,CHEMBL150023,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
COc1ccc(C2c3ccc4ccccc4c3Oc3ncn(CCCO)c(=N)c32)cc1,CHEMBL1556801,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
COc1cc(/C=N/NC(=O)CCN2CCN(c3ccccc3)CC2)cc(OC)c1OC,CHEMBL3197613,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
COc1ccc(C2=NC(C)(C)Cc3cc(OC)c(OC)cc32)cc1OC.Cl,CHEMBL1312192,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
O=C(Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1)c1nn(Cc2ccccc2)c(=O)c2ccccc12,CHEMBL1556889,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CCCCOc1ccc(Br)cc1/C(C)=N/NC1=NCCN1.O=C(O)C(=O)O,CHEMBL1989858,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
N#C/C(=C\c1ccccc1)c1nc2ccc[nH]c-2n1,CHEMBL1307989,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
C=CCOC(=O)C1=C(C)N=C(C)/C(=C(/O)OCC=C)C1/C=C/c1ccccc1,CHEMBL1407622,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
Oc1nc2cc3c(cc2cc1C(c1nnnn1Cc1ccccc1)N1CCN2CCCC2C1)OCCO3,CHEMBL1538676,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CCOc1ncccc1C(=O)Nc1ccccc1F,CHEMBL1471102,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CCCCN(Cc1nc(O)c2ccccc2n1)C(=O)c1nn(C)c(=O)c2ccccc12,CHEMBL1606707,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
COc1ccc(Nc2oc(-c3ccccc3)nc2C#N)cc1,CHEMBL1365638,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CN1CCN(c2ccc(NC(=O)CSc3nnnn3-c3ccccc3F)cc2)CC1,CHEMBL1732853,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CC(C)c1ccccc1NC(=O)c1ccco1,CHEMBL1562076,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
Cc1ccnc(OC(C(=O)O)C(OCc2ccccc2)(c2ccccc2)c2ccc(C(F)(F)F)cc2)n1,CHEMBL1589442,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CC(NCC(O)COC1CCC(C(C)(C)C)CC1)c1ccccc1.Cl,CHEMBL1470789,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CCOC(=O)c1oc2ccccc2c1NC(=O)C(C)(C)C,CHEMBL1545300,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
c1csc(-c2nn3c(C4COc5ccccc5O4)nnc3s2)c1,CHEMBL1333655,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
N#Cc1c(SCC(=O)O)nc(N2CCOCC2)c2c1CCCC2,CHEMBL1712880,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CCN1CCN(c2ccc(N3CCN(S(=O)(=O)c4ccc(C)c([N+](=O)[O-])c4)CC3)nn2)CC1,CHEMBL1879833,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
COc1ccc(N(C)S(=O)(=O)c2ccc3c(c2)CCN3C(=O)C2CC2)c(OC)c1,CHEMBL1734072,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
O=C(COc1cccc(OC(F)F)c1)Nc1ccc(SC(F)F)cc1,CHEMBL1322500,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
COc1ccc(-c2csc(NC(=O)C3CCN(c4ncnc5sc(C)c(C)c45)CC3)n2)cc1OC,CHEMBL1435226,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
O=C(Nc1ccc(-c2nc3ccccc3s2)c(OC(=O)c2ccccc2)c1)c1ccccc1,CHEMBL1525390,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CCCn1c(SCCc2ccccc2)nc2c1c(=O)[nH]c(=O)n2C,CHEMBL1491481,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
Cc1ccc(N=C(S)NCCSc2ccc(Cl)cc2)c(C)c1,CHEMBL1427996,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CN(C(=O)c1cc2c(=O)n3ccccc3nc2n1C)c1ccccc1,CHEMBL1593542,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
C=CCn1c(SCC(=O)c2[nH]c(C)c(C(=O)OCC)c2C)nc2scc(-c3ccc(OC)c(OC)c3)c2c1=O,CHEMBL1335722,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
Cc1csc(NC(=O)c2ccncc2)n1,CHEMBL1302072,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
O=C(/C=C/c1cccs1)N1CCCC1,CHEMBL1725434,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CC(OC(=O)CNC(=O)C12CC3CC(CC(C3)C1)C2)C(=O)Nc1ccc(N2CCOCC2)cc1,CHEMBL1304464,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CN(C)c1ccc(-c2cc(=O)c3cc(C#CCCO)ccc3o2)cc1,CHEMBL1715773,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
c1ccc2c(c1)CCN(c1nc3cc4c(cc3s1)OCCO4)C2,CHEMBL1463808,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
Cc1c(CN(C)C)c2c(n1C)C(=O)c1ccc(Br)cc1-2.Cl,CHEMBL1580192,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CCCC(=O)c1c[nH]c(C(=O)NCCCN2CCOCC2)c1,CHEMBL1420646,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
O=C(Nc1nc(-c2ccc(Cl)cc2Cl)cs1)c1ccc(OCC2CCCO2)cc1,CHEMBL1545848,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CCc1nc(NCCCn2ccnc2)c2oc3ccccc3c2n1.Cl,CHEMBL1574392,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
Oc1[nH]c(SCc2ccccc2)nc2nncc1-2,CHEMBL1467256,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
COc1ccc(/C=C/C(=O)Oc2cc(C)nc(O)c2[N+](=O)[O-])cc1OC,CHEMBL1463822,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CCC(C)Sc1nc2c(c(=O)[nH]c(=O)n2C)n1Cc1ccc(Cl)cc1,CHEMBL1363322,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CCC(Sc1nnc(-c2ccc(C)c(Cl)c2)n1CC)C(=O)Nc1nccs1,CHEMBL1332746,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
COc1ccc(CCN2/C(=N/C(=O)C(C)C)SC3CS(=O)(=O)CC32)cc1OC,CHEMBL3214602,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
O=Cc1c(-c2ccccc2)nc2ccccn12,CHEMBL1431160,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
Cc1ccc(S(=O)(=O)Nc2ccc3c(c2)n(C)c(=O)n3C)cc1,CHEMBL1362969,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
Cc1snc2sc(C(=O)c3ccc(F)cc3)c(N)c12,CHEMBL1384370,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CCOc1ccc2nc(N3CCCC(C(=O)Nc4cc(C)ccc4C)C3)sc2c1,CHEMBL1485566,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CN1C(=O)c2cccc3c(S(N)(=O)=O)ccc1c23,CHEMBL1370604,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
Clc1ccc(C2CC(c3ccco3)n3ncnc3N2)cc1Cl,CHEMBL1449430,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CCCCN(C)C/C(O)=C(\C#N)c1nc(-c2ccccc2)cs1,CHEMBL1432069,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
O=C(c1ccco1)N1CCN(c2cc(=O)n(C3CCCCC3)c(=O)[nH]2)CC1,CHEMBL1518112,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CCOC(=O)c1c(-c2ccccc2)oc2ccc(OCC(O)CN(C)C)cc12,CHEMBL1588483,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
Nc1ncnc2c1cnn2-c1ccccc1,CHEMBL65063,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
Cc1ccc(C(=O)N/N=C/c2ccc(-c3cccc(Cl)c3)o2)cn1,CHEMBL483582,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
O=C1NC(=S)N/C1=C/c1cc([N+](=O)[O-])ccc1N1CCOCC1,CHEMBL1307940,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
O=C1C2C3CCC(C3)C2C(=O)N1c1ccc(OS(=O)(=O)c2ccccc2)cc1,CHEMBL1556952,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CCOC(=O)C1C(=O)C=C(c2ccc(C)cc2)CC1c1ccc([N+](=O)[O-])cc1,CHEMBL1348419,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
O=C(O)COCC(=O)N1CCN(c2cc(C(F)(F)F)nc3ccccc23)CC1,CHEMBL1880900,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
COc1ccc2oc(=O)c(-c3cn4ccc(C)cc4n3)cc2c1,CHEMBL1562341,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
Cc1nc(N=C(N)NS(=O)(=O)c2ccccc2)nc2ccccc12,CHEMBL1706978,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
COc1cccc2cc(C(=O)Nc3ccccc3C(=O)N3CCOCC3)c(=O)oc12,CHEMBL1510175,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CN(CC(=O)Nc1ccc(OC(F)(F)F)cc1)C(=O)Cc1ccc2c(c1)CCC2,CHEMBL1873499,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
COc1ccc(-n2cc(CNCCc3nc(C)cc(C)n3)c(-c3ccccc3Cl)n2)cc1,CHEMBL1382360,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
Cn1c(=O)c2c(nc(SCC(=O)Nc3ccccc3N3CCCCC3)n2C)n(C)c1=O,CHEMBL1574426,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CC(=O)c1c(C)[nH]c(C(=O)OCC(=O)N2c3ccccc3NC(=O)C2(C)C)c1C,CHEMBL1407536,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CNc1ncnc2c1ncn2[C@H]1CN(Cc2ccc(Cl)cc2)C[C@@H](CO)O1,CHEMBL2133138,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CCOC(=O)c1cc(N2CCCCC2)nc2ccccc12,CHEMBL1736549,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
COc1ccccc1N1CCN(C(c2ccccc2)c2nnnn2CCc2ccccc2)CC1.Cl,CHEMBL1557861,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
C=C(C)C1Cc2cc3ccc(=O)oc3cc2O1,CHEMBL1467672,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CCOC(=O)c1cc2c(=O)n3ccccc3nc2n(Cc2ccc(Cl)cc2)c1=N,CHEMBL1375034,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CCN(CC)C(=O)Oc1cc2c(-c3cc4cccc(OC)c4o3)cc(=O)oc2cc1C,CHEMBL1726478,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
COc1ccc(-c2ccc(SCC(=O)c3ccccc3)nn2)cc1OC,CHEMBL1433229,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
Cc1ccc(/C=N/NC(=O)Cn2cncn2)cc1,CHEMBL3210680,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CCc1ccc2nc(O)c(CN(CCN(C)C)C(=O)Nc3ccccc3)cc2c1,CHEMBL1488451,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
COC(=O)CSc1nc(N2CCOCC2)c2c(c1C#N)CC(C)(C)OC2,CHEMBL1374577,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
Cc1ccccc1Nc1nc(N)nc(COC(=O)[C@@H](NC(=O)c2c(F)cccc2F)C(C)C)n1,CHEMBL1554480,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CC1CC(=O)NN=C1c1ccc(N(C)C)c([N+](=O)[O-])c1,CHEMBL1386646,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CC(C)NC(=O)CCN1C(=O)c2ccccc2Sc2ncccc21,CHEMBL1716356,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
COc1ccc(N2Nc3[nH]nc(N)c3N2)cc1,CHEMBL1609015,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
COc1cccc(-c2nc(CCl)cs2)c1OC.Cl,CHEMBL1482424,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
COc1ccc(CCNC(=O)c2nn(C)cc2Cl)cc1,CHEMBL1328783,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
COc1ccc(Br)c2c1-c1nc(NC(=O)c3ccc(F)cc3)sc1C2,CHEMBL1558964,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CCn1cc(C(=O)NCCCOC)c(=O)c2cc(S(=O)(=O)N(C)C3CCCCC3)ccc21,CHEMBL1732550,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
COc1ccc(CCNC(=O)c2ccc3c(=O)n4c(nc3c2)CCC4)cc1OC,CHEMBL1316284,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
Nc1nonc1-n1nnc(C(=O)N/N=C/c2ccco2)c1-c1ccccc1,CHEMBL3198646,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
NC(=O)C(=O)N/N=C1\CCc2ccccc21,CHEMBL3213057,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
COCc1ccc(CN2CCC(CO)(CC3CCCCO3)CC2)o1,CHEMBL1465218,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
Cn1nc(-c2ccc(N3CCOCC3)c(NS(=O)(=O)c3ccccc3)c2)c2ccccc2c1=O,CHEMBL1412930,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
Cc1cc(Cl)c2oc(C(=O)N(C)CCc3cnn(C)c3)c(C)c2c1,CHEMBL1698784,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CCc1nnc(SCC(=O)Nc2ccc(NC(C)=O)cc2)n1-n1cccc1,CHEMBL1718014,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CCOC(=O)c1cnn(-c2ccc(F)cc2)c1N,CHEMBL1319763,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CCOC(=O)/C=C/C(=O)OCC(=O)Nc1c(Cl)cccc1Cl,CHEMBL1351056,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CCOC(=O)c1c(NC(=O)CN2C(=O)NC3(CCCCC3C)C2=O)sc(C(=O)N(C)C)c1C,CHEMBL1482794,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CCC(=O)N1c2ccccc2[C@@H](N(C(C)=O)c2ccccc2)C[C@H]1C,CHEMBL1423335,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
Cc1ccc(S(=O)(=O)N(C)C)cc1NC(=O)COC(=O)C1CCN(S(=O)(=O)c2cccs2)CC1,CHEMBL1865542,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CC1=CC(C)(C)n2c(O)c(N=N)c3c(C)ccc1c32,CHEMBL1465821,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
Cc1ccc(NC(=O)CSc2nnc(C(F)(F)F)n2C)cc1[N+](=O)[O-],CHEMBL1546825,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
Cc1ccc(S(=O)(=O)N2CCOCC2)cc1NC(=O)CN1CCN(C)CC1,CHEMBL2138047,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CCNc1nc(NC(C)C)nc(Nn2cnnc2)n1,CHEMBL1401357,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CCCCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],CHEMBL1448592,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CC(C)(C)[C@@H]1CCC(=O)N(CC[C@H](Sc2ccccc2)c2ccccc2)CC1,CHEMBL1551880,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
O=C1N=C(N2CCOCC2)S/C1=C/c1cc2c(cc1[N+](=O)[O-])OCO2,CHEMBL1558240,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
COC(=O)c1cc2nc(-c3ccc(OC)c(OC)c3)cc(C(F)(F)F)n2n1,CHEMBL1448266,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
COc1ccc(Br)c2oc(SC)cc(=O)c12,CHEMBL1458043,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
COc1ccccc1-c1oc2ccccc2c1C#CC(C)(C)O,CHEMBL1558107,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
COc1ccc2nc3c(cc2c1)c(NC(=O)c1cccs1)nn3CC(C)C,CHEMBL1329661,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CCN(CC)S(=O)(=O)c1cccc(NC(=O)Nc2cccc(C(F)(F)F)c2)c1,CHEMBL1339433,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
COCc1cc(C)nc2sc(C(=O)Nc3nccs3)c(N)c12,CHEMBL1461478,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CC1CCCC(C)N1C(=O)COC(=O)c1cncc(Br)c1,CHEMBL2141768,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
Cc1ccccc1Nc1c([N+](=O)[O-])ccc2nonc12,CHEMBL1517280,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
Cc1c(C(=O)NCCSCc2cccc(C(F)(F)F)c2)cnn1-c1ccc(Cl)cc1,CHEMBL1508067,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
COc1ccc(N2CCN(C(=O)CSc3ccccc3)CC2)cc1,CHEMBL1586473,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CN(C1CCCCC1)S(=O)(=O)c1cc2c3c(c1)CCN3C(=O)CC2,CHEMBL1592263,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
Cc1cc(Cl)ccc1OCCCC(=O)N1CCN(S(=O)(=O)c2ccccc2)CC1,CHEMBL1315770,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
COC(=O)C(NS(=O)(=O)c1ccccc1Br)C(C)C,CHEMBL1887640,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
COc1cccc(NC(=O)CCN2C(=O)c3ccc([N+](=O)[O-])cc3C2=O)c1,CHEMBL1446064,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CCCn1cc(S(=O)(=O)c2ccc(OC)cc2)c(=O)c2cc(OC)ccc21,CHEMBL2135191,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
O=C(CSc1nc(-c2ccccc2)ns1)N1CCOCC1,CHEMBL1585728,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
Cc1c(C(=O)NCc2ccco2)cccc1[N+](=O)[O-],CHEMBL1414098,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CN1N=C(C(C)(C)C)CC1=O,CHEMBL1566134,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CCOC(=O)C1(c2ccccc2)CCN(CCC(=O)Nc2cccc(Br)c2)CC1.Cl,CHEMBL1513567,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CC(C)(C)OC(=O)N1CCC2(CC1)Oc1ccc(F)cc1C(=O)C21CC(c2ccccc2)=NO1,CHEMBL1900693,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CC(Oc1cccc(Cl)c1)C(=O)Nc1cc(Cl)ccc1N1CCOCC1,CHEMBL1434563,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
Cc1c(NP(=O)(c2ccc(Br)cc2)c2ccc(Br)cc2)c(=O)n(-c2ccccc2)n1C,CHEMBL1794185,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
COc1ccccc1C(=O)Nc1cccc2cccnc12,CHEMBL1519284,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CCOc1ccc2nc(O)c(CN(CCO)C(=O)c3ccc(OC)c(OC)c3)cc2c1,CHEMBL1350631,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CC1=C(C(=O)N(C(C)C)C(C)C)CC(CC(=O)NC2CC2)C(=O)N1CCCN1CCCC1=O,CHEMBL2130727,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
Cn1cncc1C#Cc1ccc2cc(C(C)(C)O)oc(=O)c2c1,CHEMBL1887613,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
Cc1ccc2nc3c(cc(S(=O)(=O)c4ccccc4)c(=N)n3Cc3ccco3)c(=O)n2c1,CHEMBL1386291,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CCCCN1CC(COCc2ccccc2)Oc2ccccc2S1(=O)=O,CHEMBL1589731,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
O=C1[C@@H]2Cc3c([nH]c4ccccc34)C(c3ccccc3)N2C(=O)CN1C1CCN(Cc2ccccc2)CC1,CHEMBL1376319,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
NC1=C(c2nc3ccccc3s2)C(=O)CN1C1CCC(O)CC1,CHEMBL1504004,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
Cc1nc(O)c(C#N)c2c1CCCC2,CHEMBL118163,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
O=[N+]([O-])c1ccc2c(c1)C(=NO)c1cc(F)ccc1-2,CHEMBL1727739,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
Cc1ccc(-n2nc3c(n2)/C(=N/O)CC/C3=N\O)cc1,CHEMBL3197115,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CSc1ccc(CNCCCSc2ncccn2)cc1.Cl,CHEMBL1708438,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
COC(=O)c1cc(NC(=O)c2c(F)c(F)c(F)c(F)c2F)cc(C(=O)OC)c1,CHEMBL1461356,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
COc1ccc(C2=NS(=O)(=O)N(C)C(C(=O)NCc3ccco3)=C2)cc1OC,CHEMBL1599323,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
Nc1nnc2c(C(F)(F)F)nc3ccccc3n12,CHEMBL1399000,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
O=C1CCc2cc(S(=O)(=O)Nc3ccccc3)cc3c2N1CCC3,CHEMBL1361622,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
Cc1cc(NC(=O)c2cccc(COc3ccc(Br)cc3)c2)no1,CHEMBL1309684,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
O=C(Nc1ccc2c(c1)Cc1ccccc1-2)c1cc2ccccc2o1,CHEMBL2134758,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
CCn1c(SCC(=O)NCCc2ccccc2)nc2c3ccccc3nc-2c1O,CHEMBL1708719,C:/Users/ashis/Documents/DiffDock/modified_GLP1.pdb,
